    BXA nested sampling keep shorter 
    burst: bn080916009
    data: GBMwLAT
    model: grbm 
    prob                        cstat                      alpha                        beta                      enaught                    norm
    0.872346803256767470E-39    0.495241403786105934E+03   -0.107932630510120298E+01   -0.215008798814510804E+01    0.682953719536081621E+03   -0.182276160354637540E+01
    0.918465094081039093E-39    0.495135870094595987E+03   -0.121363159493797212E+01   -0.242128431486477602E+01    0.210473341112743310E+04   -0.186766336787544240E+01
    0.917345455675507245E-39    0.495135809645985262E+03   -0.107925913626992731E+01   -0.217165363311384052E+01    0.738319652419182944E+03   -0.177361590901772104E+01
    0.927280587161866273E-39    0.495111765490527830E+03   -0.113879321428440683E+01   -0.238980248633018988E+01    0.148341872763163656E+04   -0.186433284289766199E+01
    0.951675413525224264E-39    0.495057329847156950E+03   -0.117429033295706908E+01   -0.236913592021205677E+01    0.173663645414104190E+04   -0.187246419288915789E+01
    0.964406080022451008E-39    0.495028252994609318E+03   -0.118761128964052176E+01   -0.226170510391499668E+01    0.946853817045735013E+03   -0.184897361599709775E+01
    0.969713085499463994E-39    0.495014777416909055E+03   -0.116098576010997867E+01   -0.222203996719546293E+01    0.117886780275442538E+04   -0.185759924417918043E+01
    0.117409164620390127E-38    0.494629777775011576E+03   -0.111604027970345854E+01   -0.226373663453952112E+01    0.987909515643530085E+03   -0.185909695598933133E+01
    0.127266979397140996E-38    0.494466033550307031E+03   -0.115812579861836973E+01   -0.227299461955956339E+01    0.134110883374638524E+04   -0.186706825967106482E+01
    0.137570154616550278E-38    0.494307839705349863E+03   -0.101215940193137222E+01   -0.221684205256441480E+01    0.693628349089370431E+03   -0.181977612565836644E+01
    0.140176036308245590E-38    0.494267809640232144E+03   -0.111869026001321004E+01   -0.220993197573675992E+01    0.900216722758926608E+03   -0.178574435604426540E+01
    0.142007103893909966E-38    0.494239353542574236E+03   -0.122360772155956710E+01   -0.228634109086047488E+01    0.107995673000286888E+04   -0.183414080847465399E+01
    0.163831784369402624E-38    0.493950927317389755E+03   -0.120527307913026149E+01   -0.232162225721779869E+01    0.143115714117222592E+04   -0.187491785731749872E+01
    0.178506983661888270E-38    0.493776852260896931E+03   -0.121720381211857998E+01   -0.234020414679781741E+01    0.143328424234880026E+04   -0.186876654218881200E+01
    0.204907588525186248E-38    0.493498489530475922E+03   -0.932104657164398276E+00   -0.226501612189649748E+01    0.367962621960623551E+03   -0.170520702969533744E+01
    0.206238054180727284E-38    0.493483045501290633E+03   -0.122851887011560734E+01   -0.236756158874747058E+01    0.202410917869736818E+04   -0.187068410709257371E+01
    0.208270753383697531E-38    0.493460929845746364E+03   -0.938251167747296222E+00   -0.216217798920507320E+01    0.510988631547020873E+03   -0.175796431884361581E+01
    0.208408100346194677E-38    0.493457111353423215E+03   -0.115631200689365521E+01   -0.214184800737189285E+01    0.772853048909409267E+03   -0.182713665780072176E+01
    0.230456984234011647E-38    0.493253479258826360E+03   -0.118263504546865050E+01   -0.223095890904638949E+01    0.128115862227304024E+04   -0.183293953050419312E+01
    0.233653691019118445E-38    0.493223427577646305E+03   -0.105177627592637180E+01   -0.213762180354012798E+01    0.654810874603947809E+03   -0.179138021860146068E+01
    0.247961233674414955E-38    0.493102062873883312E+03   -0.103932775085151441E+01   -0.221982189021934229E+01    0.602817354832814999E+03   -0.181709145715465148E+01
    0.248572523840286557E-38    0.493094638411322819E+03   -0.121955506025122418E+01   -0.243385412088865039E+01    0.204918136946335835E+04   -0.186575103622912764E+01
    0.250108542408922117E-38    0.493079817723570784E+03   -0.114608248962299264E+01   -0.223595565454513068E+01    0.113932111445033070E+04   -0.186122786882233981E+01
    0.259187911404024755E-38    0.493006001059540438E+03   -0.117658364057855458E+01   -0.230811565358949800E+01    0.125321303070590602E+04   -0.187125578659217950E+01
    0.277028229308458015E-38    0.492870368886406823E+03   -0.983588796953874578E+00   -0.212862319751254425E+01    0.521813110541295146E+03   -0.176661397586144098E+01
    0.277083647658292830E-38    0.492867468834703686E+03   -0.110060038863759679E+01   -0.215110122668104609E+01    0.430612348658893325E+03   -0.173879799577643013E+01
    0.281299267304615548E-38    0.492834769488485392E+03   -0.114930236347315073E+01   -0.225551806740004501E+01    0.743830961195307168E+03   -0.176656622336107283E+01
    0.322591181127797534E-38    0.492558336053210439E+03   -0.119447320721253192E+01   -0.240413403895805011E+01    0.197699608133957076E+04   -0.186188202068363040E+01
    0.326250262601748996E-38    0.492533278183025800E+03   -0.123966193660642077E+01   -0.230385873699725607E+01    0.145554556779733252E+04   -0.183651952022222709E+01
    0.387658399158258569E-38    0.492185858635537613E+03   -0.124344065206633125E+01   -0.232914589420100526E+01    0.185100774997595863E+04   -0.186381185945406713E+01
    0.475300937290487589E-38    0.491775711398886756E+03   -0.107506140245598125E+01   -0.223928395683720183E+01    0.638125084646338223E+03   -0.173759501030025199E+01
    0.533988781370965337E-38    0.491540358049976305E+03   -0.122813413079578382E+01   -0.230640475857292859E+01    0.139834695541297015E+04   -0.182726256624149208E+01
    0.539429192764579316E-38    0.491517584650017000E+03   -0.116758486201081091E+01   -0.231546232431038312E+01    0.159021358364918592E+04   -0.185257630623680392E+01
    0.561807260607304901E-38    0.491433790033286130E+03   -0.108617486443128897E+01   -0.239450544192185966E+01    0.991176634759570788E+03   -0.181996643509397948E+01
    0.646802196283061930E-38    0.491149526663495919E+03   -0.115296374760379372E+01   -0.228860107153012571E+01    0.974172146930469921E+03   -0.178334438040568877E+01
    0.662956327426344942E-38    0.491097689476389121E+03   -0.120617282041725815E+01   -0.231271836937185338E+01    0.171483672114335491E+04   -0.187218571363339592E+01
    0.664672677897777199E-38    0.491090018298535256E+03   -0.122556085797550551E+01   -0.223903205588756826E+01    0.103762267464230013E+04   -0.182054552555240079E+01
    0.665682703525330693E-38    0.491084481438352725E+03   -0.121774852232719688E+01   -0.239297954324268947E+01    0.190629747506940521E+04   -0.184710914070878651E+01
    0.671230835726407985E-38    0.491065381519543564E+03   -0.114758889480913950E+01   -0.227440045438070193E+01    0.759601518989798137E+03   -0.182433657563909080E+01
    0.673437111469838084E-38    0.491056318478525554E+03   -0.123618461533066970E+01   -0.233682307019048530E+01    0.172649161797066472E+04   -0.184445079144561319E+01
    0.680341915502145419E-38    0.491033416732688011E+03   -0.110173150412576604E+01   -0.227714554619880438E+01    0.754101256647020136E+03   -0.175669034991224926E+01
    0.685765522370832919E-38    0.491015036179771243E+03   -0.118022205492112064E+01   -0.237017712474547437E+01    0.109983199786961268E+04   -0.182104361471186316E+01
    0.697018710860194519E-38    0.490979983199618346E+03   -0.121123109993920330E+01   -0.233112127265709645E+01    0.184568220714204722E+04   -0.186443096011716491E+01
    0.720361992190705871E-38    0.490911600004924651E+03   -0.120484055878445950E+01   -0.228801053812410427E+01    0.126476883722651837E+04   -0.181294396473875352E+01
    0.759427212446169754E-38    0.490803478747526071E+03   -0.111322602271727789E+01   -0.219478123362432953E+01    0.647009580553690057E+03   -0.174687784620139830E+01
    0.765320333791315993E-38    0.490785518743792522E+03   -0.108745209025383893E+01   -0.224242086594253376E+01    0.884126931763089488E+03   -0.184907212746638727E+01
    0.876509538018201186E-38    0.490511712537639028E+03   -0.107030267995503081E+01   -0.222792695942977925E+01    0.854898049548763311E+03   -0.178481752848701447E+01
    0.951238956969984386E-38    0.490345577109835403E+03   -0.122040105939230692E+01   -0.228395980738236481E+01    0.105451352647825684E+04   -0.182545128818529712E+01
    0.991791112598867026E-38    0.490259582683848919E+03   -0.122795957347600648E+01   -0.228628852810246563E+01    0.163765699163258364E+04   -0.185071587869183141E+01
    0.991908828261152132E-38    0.490256845317985324E+03   -0.103387677183168591E+01   -0.233674007651010118E+01    0.732927194226685060E+03   -0.176621296240953818E+01
    0.104419680929519444E-37    0.490151601179465104E+03   -0.100843052661995536E+01   -0.214869988732039197E+01    0.326019702537411263E+03   -0.167479639847112338E+01
    0.109415788100157139E-37    0.490055627134263204E+03   -0.124368746606932312E+01   -0.228081773571794955E+01    0.133850616547656682E+04   -0.184343158519867600E+01
    0.109960745263091295E-37    0.490043190642414572E+03   -0.119960541159724698E+01   -0.238079081080686095E+01    0.145838197369068416E+04   -0.182400137400602880E+01
    0.119664048062909256E-37    0.489871561089933664E+03   -0.954469893338384168E+00   -0.226072108803066918E+01    0.597987025123151852E+03   -0.179167390469702603E+01
    0.133661694570759526E-37    0.489647813643686732E+03   -0.120239571052635341E+01   -0.234675226201996345E+01    0.113798657409652128E+04   -0.183127602237522247E+01
    0.136787908205531192E-37    0.489599074302187205E+03   -0.103226851274936493E+01   -0.225768768792354457E+01    0.669099620788753668E+03   -0.182209944638288057E+01
    0.141867862440697269E-37    0.489523645367765766E+03   -0.107033368692374431E+01   -0.231808299846319343E+01    0.662272824447352605E+03   -0.175315987938114581E+01
    0.166412176561535174E-37    0.489202002119807105E+03   -0.121453882847230155E+01   -0.237235311666306892E+01    0.159214982602185819E+04   -0.183145932713822290E+01
    0.199165440150550301E-37    0.488840165850372500E+03   -0.120687728031334274E+01   -0.240765197124807528E+01    0.178900306531242313E+04   -0.187237023218007081E+01
    0.205967024704594473E-37    0.488770505360676339E+03   -0.102720731592460268E+01   -0.215249605917863907E+01    0.431475668151119066E+03   -0.177516928233396953E+01
    0.210496441428728489E-37    0.488724500028824309E+03   -0.123021685898804911E+01   -0.236925713053617137E+01    0.162639292278757694E+04   -0.186565782803286240E+01
    0.210295463075529461E-37    0.488723910506343657E+03   -0.113186835354567528E+01   -0.223385283902879195E+01    0.937760725133198662E+03   -0.185662130997156005E+01
    0.211974904999394681E-37    0.488705501734087761E+03   -0.118285371603683664E+01   -0.242481897235076183E+01    0.148206376519927994E+04   -0.185153392306751741E+01
    0.216376049860269472E-37    0.488661901793079664E+03   -0.117601803050960463E+01   -0.224455168308145847E+01    0.134479754081191845E+04   -0.184333575231391933E+01
    0.245307564891192070E-37    0.488408411943863257E+03   -0.932800884635845762E+00   -0.219138427722569062E+01    0.443839849800064712E+03   -0.177113606000726520E+01
    0.265538850237050966E-37    0.488247415207022982E+03   -0.121071594599782983E+01   -0.236579731861155462E+01    0.172400388792789454E+04   -0.183700888414556651E+01
    0.285922913345177249E-37    0.488096993042667918E+03   -0.111545020553078622E+01   -0.240643184438427582E+01    0.130826906317189878E+04   -0.182940525308417534E+01
    0.298532739505248170E-37    0.488008178310324297E+03   -0.112267821065460005E+01   -0.237433351379038093E+01    0.143479315350484057E+04   -0.184344744702662666E+01
    0.362261561070761165E-37    0.487618704533508719E+03   -0.116675102417102927E+01   -0.226750099843562314E+01    0.877017101638875374E+03   -0.184279893730997202E+01
    0.388180672801608154E-37    0.487477995758546399E+03   -0.116564824898433450E+01   -0.235765676296303539E+01    0.167549194351454298E+04   -0.184969075386478821E+01
    0.393483764734914343E-37    0.487448357907347827E+03   -0.119171481540435842E+01   -0.227911518797308066E+01    0.107008461010867973E+04   -0.179930166918957468E+01
    0.421431703817906174E-37    0.487308622058051583E+03   -0.110977494202460036E+01   -0.234730031964482322E+01    0.103230659084601348E+04   -0.179124638803904013E+01
    0.440025754443599491E-37    0.487219771008078567E+03   -0.115383106541566249E+01   -0.212713895153665256E+01    0.618733830103173659E+03   -0.179775280280353300E+01
    0.460125831317843476E-37    0.487127937527291408E+03   -0.115778534040856229E+01   -0.225042843505080992E+01    0.116489846096812198E+04   -0.180966955140083741E+01
    0.523200805044123634E-37    0.486868506846460491E+03   -0.115229413395359082E+01   -0.232454910984030327E+01    0.148088000960231648E+04   -0.183610459494793332E+01
    0.555547224752850327E-37    0.486746030287084466E+03   -0.956245113550489023E+00   -0.212632434302372708E+01    0.455062188443855234E+03   -0.176528538129592505E+01
    0.652011940226500395E-37    0.486423311774150363E+03   -0.844805879863738340E+00   -0.213120945682053353E+01    0.314685033314854252E+03   -0.170669816772560701E+01
    0.706230590678814870E-37    0.486261053924413204E+03   -0.106783672846068356E+01   -0.236504618967407243E+01    0.936101452469028573E+03   -0.182822249049077179E+01
    0.708221229831710289E-37    0.486252924491333147E+03   -0.113380892505713149E+01   -0.229326885352269727E+01    0.932404677770307899E+03   -0.177838712977797009E+01
    0.724829825548724644E-37    0.486204063716286498E+03   -0.899575764006135259E+00   -0.224986950276712250E+01    0.332280486916295388E+03   -0.167253692709187263E+01
    0.774925087440446189E-37    0.486067904797501683E+03   -0.972749255921849354E+00   -0.213929162037056120E+01    0.511169249152252291E+03   -0.174544026640273664E+01
    0.811062744927267303E-37    0.485974246687168716E+03   -0.123616085288728961E+01   -0.234830028031790938E+01    0.151514506301894471E+04   -0.185601080222445525E+01
    0.885456677241704396E-37    0.485796230461334346E+03   -0.116769685152876690E+01   -0.224772901625148336E+01    0.112858110499148233E+04   -0.180460818557970093E+01
    0.971905714579375331E-37    0.485607419927542082E+03   -0.892592426707029318E+00   -0.213888859652930030E+01    0.389597525450342744E+03   -0.169671952399341208E+01
    0.974093129593006249E-37    0.485600423694789527E+03   -0.116700754126757467E+01   -0.232108018477288347E+01    0.124575644667163078E+04   -0.186870930159801674E+01
    0.109292263665999142E-36    0.485367716114250868E+03   -0.985822115801079590E+00   -0.208765027254912638E+01    0.301055585460552265E+03   -0.168772213287661899E+01
    0.111653467772664914E-36    0.485322467263901615E+03   -0.109703028535226998E+01   -0.213100017185667667E+01    0.656081688139967582E+03   -0.181334392358901653E+01
    0.113430164135644785E-36    0.485288392630959152E+03   -0.103461129342132807E+01   -0.209555856849944266E+01    0.439396438236802283E+03   -0.176540792692901505E+01
    0.113616636318620780E-36    0.485282607454078743E+03   -0.106782690672368830E+01   -0.227108473664359511E+01    0.815514710562350501E+03   -0.184042892958463078E+01
    0.114635490046762857E-36    0.485262252452922496E+03   -0.107001748910948891E+01   -0.230131247699205943E+01    0.920756275369710693E+03   -0.184421514513240403E+01
    0.118066588725409276E-36    0.485200769785073362E+03   -0.107944833795034967E+01   -0.228888957873353416E+01    0.108550738725998440E+04   -0.183745565511710041E+01
    0.119898020764926754E-36    0.485167484229111039E+03   -0.111074816138653354E+01   -0.217093784913230792E+01    0.793967590295794935E+03   -0.183672110124680010E+01
    0.122910560164048803E-36    0.485115353462680901E+03   -0.112161959075747042E+01   -0.221180554058135215E+01    0.931060968604770096E+03   -0.179207977063231283E+01
    0.143619229807935121E-36    0.484801436218221511E+03   -0.121214366977744703E+01   -0.222846041086013003E+01    0.107617954796335471E+04   -0.185494074676201492E+01
    0.143734501546593771E-36    0.484797331621067997E+03   -0.915739891745658952E+00   -0.215729804970442096E+01    0.259953047444760386E+03   -0.163751788540334076E+01
    0.163747766074245291E-36    0.484534112873886613E+03   -0.108382666837459496E+01   -0.226955714220947335E+01    0.632310646025707229E+03   -0.174175338636397647E+01
    0.176148109903850940E-36    0.484385616988758045E+03   -0.112312360822951085E+01   -0.228960294037730527E+01    0.116263483739577123E+04   -0.180850563094321437E+01
    0.186654326212292227E-36    0.484267250571544309E+03   -0.116236083886270869E+01   -0.225366886427610158E+01    0.114325062613926048E+04   -0.186612106804648015E+01
    0.190308229799795573E-36    0.484225977298504063E+03   -0.123289504887794976E+01   -0.234368838183307382E+01    0.182825958140282705E+04   -0.187194326288676294E+01
    0.193592671076357136E-36    0.484189254701911125E+03   -0.103822711862410166E+01   -0.225251674076634423E+01    0.728024669427605090E+03   -0.182936585666157647E+01
    0.193781391213585468E-36    0.484184805989588597E+03   -0.100005635497695700E+01   -0.214294941640751713E+01    0.342724408478445412E+03   -0.167037770307349831E+01
    0.194435621588037954E-36    0.484175565110418347E+03   -0.121874374337487623E+01   -0.232365228044802219E+01    0.168242091167495732E+04   -0.184156891501855213E+01
    0.201357138241775551E-36    0.484103107060986758E+03   -0.993800946392203954E+00   -0.229922711739222407E+01    0.517650766536684387E+03   -0.176715381214694567E+01
    0.202258602065979887E-36    0.484091673164380381E+03   -0.106767205626921324E+01   -0.232636842286104617E+01    0.663805281180497786E+03   -0.179480778003803998E+01
    0.252927547985587684E-36    0.483642061185908119E+03   -0.115264965453376966E+01   -0.228788428817707157E+01    0.981029990243430802E+03   -0.185462876102528540E+01
    0.252797233754740003E-36    0.483640591898567891E+03   -0.913404288043972556E+00   -0.227836706194595973E+01    0.470570201741013761E+03   -0.172422306762153710E+01
    0.253633065875238179E-36    0.483631490138128015E+03   -0.112061981389610210E+01   -0.240364752385192837E+01    0.122864989373390608E+04   -0.184428851293612439E+01
    0.260709549551945837E-36    0.483573953436753470E+03   -0.100584570823410324E+01   -0.233927761355981367E+01    0.661493304240535394E+03   -0.177011920686558888E+01
    0.277492166632479664E-36    0.483446681929268550E+03   -0.114776063036873310E+01   -0.238710391986149961E+01    0.156913129283213789E+04   -0.184076403161991919E+01
    0.282891699473754917E-36    0.483405639064086188E+03   -0.112661860740131203E+01   -0.231379244469498779E+01    0.126837731287740030E+04   -0.186280172550614864E+01
    0.326472735414305323E-36    0.483116574458927175E+03   -0.109499420583749441E+01   -0.232241412956496607E+01    0.698943080342732742E+03   -0.176472823668200185E+01
    0.337215026605463109E-36    0.483049325762098420E+03   -0.122348470956293198E+01   -0.240009745265838070E+01    0.167354475607286895E+04   -0.185081489346488226E+01
    0.341990575213191271E-36    0.483018700980488347E+03   -0.105670386448612241E+01   -0.231015545086114660E+01    0.970481930358406316E+03   -0.183682342145869271E+01
    0.345274049397812934E-36    0.482997090442569629E+03   -0.117567924109260424E+01   -0.232738416314286578E+01    0.931015235686230767E+03   -0.181682252448082515E+01
    0.352204812915514145E-36    0.482954841615622229E+03   -0.109701472091007979E+01   -0.230182157166148560E+01    0.114972493962161229E+04   -0.181888053151100237E+01
    0.354463011281977575E-36    0.482939559338145898E+03   -0.118483002549607086E+01   -0.225371772582524965E+01    0.848449019111435746E+03   -0.178959796612282496E+01
    0.355480098457470643E-36    0.482931328806460442E+03   -0.756471227506864352E+00   -0.213240148981503630E+01    0.203477575812664952E+03   -0.158395865785776913E+01
    0.356202158836137261E-36    0.482924770474984371E+03   -0.105570384199953793E+01   -0.234717662309746267E+01    0.693393701484570556E+03   -0.177044011128634438E+01
    0.360788705983785578E-36    0.482896682368156178E+03   -0.114502980501040597E+01   -0.234386325062171608E+01    0.134180468596367427E+04   -0.181660708967734230E+01
    0.380509753698890464E-36    0.482787743716395823E+03   -0.115690765413964236E+01   -0.225897703601390187E+01    0.985808482459690254E+03   -0.185818883674097357E+01
    0.384152778822974227E-36    0.482766186668181888E+03   -0.123086683522474161E+01   -0.238492679745118341E+01    0.191398252556171383E+04   -0.185483669211376778E+01
    0.437859072776106467E-36    0.482501973124240692E+03   -0.117515840867982035E+01   -0.230538702085220137E+01    0.873292965050900193E+03   -0.179900187679873191E+01
    0.474750063234067807E-36    0.482337690372368115E+03   -0.112999276820097627E+01   -0.238463399110229535E+01    0.125164774437837946E+04   -0.185480024005404509E+01
    0.506423377405562323E-36    0.482206021270786948E+03   -0.101837764641495276E+01   -0.230933425124962355E+01    0.645372878083409091E+03   -0.180142732172697428E+01
    0.562677897248096984E-36    0.481992852646436290E+03   -0.111518957885109771E+01   -0.220574847267491947E+01    0.885119102708042305E+03   -0.184805328595311380E+01
    0.574214724953330443E-36    0.481949760514838545E+03   -0.989335461447653941E+00   -0.211888970374762042E+01    0.343061502481617026E+03   -0.167088721294763864E+01
    0.589160696798758864E-36    0.481895869385503261E+03   -0.112649078203542352E+01   -0.231107950249050198E+01    0.708349984857106165E+03   -0.178826583230765479E+01
    0.623570331291563421E-36    0.481779844219047959E+03   -0.117015486800882584E+01   -0.218850107268237171E+01    0.759330929440536693E+03   -0.177910237205842847E+01
    0.772242499672454835E-36    0.481349670099248840E+03   -0.112484378685032915E+01   -0.225677188658415684E+01    0.980785761427465332E+03   -0.178743249245557401E+01
    0.938137059629834316E-36    0.480957975223461403E+03   -0.818888778710901377E+00   -0.216832864515051593E+01    0.343042639376841692E+03   -0.170073005235432717E+01
    0.996683883843226993E-36    0.480834400033488862E+03   -0.848175115123929402E+00   -0.216549822189067243E+01    0.375000387633816274E+03   -0.172070880750234600E+01
    0.106419545279978093E-35    0.480700818639597969E+03   -0.931328298714287683E+00   -0.212961967756388759E+01    0.335864343136508865E+03   -0.173022791958313782E+01
    0.115215925656460678E-35    0.480539481187648278E+03   -0.115519603344249333E+01   -0.234150130210814567E+01    0.147119806091869896E+04   -0.186899918119751618E+01
    0.115884220792006474E-35    0.480525413960042556E+03   -0.106579784343258588E+01   -0.236754706288800154E+01    0.101384926342555332E+04   -0.182493646797039411E+01
    0.116720723161257850E-35    0.480508528952377503E+03   -0.116531409850559520E+01   -0.223920012390788337E+01    0.755228358634458687E+03   -0.177542755122781415E+01
    0.118176721782590329E-35    0.480481234859467065E+03   -0.117175760765680614E+01   -0.235085154236902572E+01    0.103709551827437940E+04   -0.183371887306441295E+01
    0.120357432499317225E-35    0.480442165312772090E+03   -0.117643382998435442E+01   -0.225221114265672817E+01    0.995566676637958608E+03   -0.185654183373269710E+01
    0.140565743502979059E-35    0.480129246542915780E+03   -0.112351155192531138E+01   -0.236525074081035047E+01    0.134464468284699979E+04   -0.182598121020105708E+01
    0.144073408817695967E-35    0.480077451245880184E+03   -0.123167415212246212E+01   -0.229935517310913529E+01    0.164589596656442495E+04   -0.186691970353187564E+01
    0.149181004768452389E-35    0.480005276420593418E+03   -0.113182814590716418E+01   -0.234731633776361281E+01    0.122564285670492973E+04   -0.186173244476228206E+01
    0.155232297859730753E-35    0.479923251770424486E+03   -0.971424921462901381E+00   -0.215478441376868979E+01    0.391934977207308179E+03   -0.175850017088419719E+01
    0.155526574655239250E-35    0.479916963921909144E+03   -0.112780715912326279E+01   -0.214636677665994746E+01    0.580684489949515068E+03   -0.175362472386726509E+01
    0.155367202660380329E-35    0.479916514423018612E+03   -0.121815791921177308E+01   -0.224178943736437652E+01    0.136191224742313852E+04   -0.185871289323034539E+01
    0.155242037463960086E-35    0.479915626290111049E+03   -0.791030717674862771E+00   -0.218151486285222163E+01    0.302056296044133433E+03   -0.165169979351227525E+01
    0.163246046353951427E-35    0.479812580053132251E+03   -0.108109979565713132E+01   -0.219937449991730016E+01    0.750364457411054559E+03   -0.183641466857554114E+01
    0.168660424260537931E-35    0.479744822412910935E+03   -0.115217213250834938E+01   -0.233243373222327399E+01    0.130349017471627030E+04   -0.186829249828937627E+01
    0.184110684374211201E-35    0.479567022907623709E+03   -0.114443473121720096E+01   -0.242235506363116837E+01    0.146553358715348372E+04   -0.184844801682776527E+01
    0.190799536953014788E-35    0.479493150487873208E+03   -0.115952211739650934E+01   -0.231396915390678526E+01    0.135772807226565510E+04   -0.187041449629888312E+01
    0.193233697527089802E-35    0.479465296503330762E+03   -0.119874767465526588E+01   -0.233999141189269544E+01    0.125125922277811446E+04   -0.185719233759158087E+01
    0.196781037745005774E-35    0.479426413898045439E+03   -0.123142177086292826E+01   -0.238165552194390528E+01    0.190553838604381394E+04   -0.185722116974940121E+01
    0.202325472355899970E-35    0.479368341852117169E+03   -0.111843002228099664E+01   -0.233671632905455429E+01    0.834016530138407120E+03   -0.182181288714296485E+01
    0.220424114756905566E-35    0.479194490182371624E+03   -0.108948146279821856E+01   -0.211915255515677181E+01    0.581256922174604824E+03   -0.176047691445834609E+01
    0.225529315590334831E-35    0.479146196845931684E+03   -0.121815361906342545E+01   -0.241720566953992488E+01    0.189689559737744798E+04   -0.185920047219109641E+01
    0.228226926171900506E-35    0.479119916303735408E+03   -0.907351941185124744E+00   -0.226091044140207309E+01    0.376266029412129342E+03   -0.171474079006915758E+01
    0.232973476368909192E-35    0.479076247928635041E+03   -0.959410551618011809E+00   -0.215677562907383358E+01    0.506161203398318719E+03   -0.173680449406196935E+01
    0.263073810746918428E-35    0.478830727868091799E+03   -0.110679565330523388E+01   -0.230930358514098266E+01    0.658101851531355464E+03   -0.177902546887506574E+01
    0.279394033546951667E-35    0.478707850968005175E+03   -0.116932028908219543E+01   -0.217399744754707314E+01    0.972077807144505528E+03   -0.183710917369228000E+01
    0.284229744791852202E-35    0.478671031408826309E+03   -0.106340135231308963E+01   -0.234377354979231889E+01    0.103859182996133586E+04   -0.182863228149429702E+01
    0.301206913923824543E-35    0.478552502251640419E+03   -0.114466064069448592E+01   -0.237578695864117506E+01    0.114678159282550359E+04   -0.180503499168885639E+01
    0.310525564000717615E-35    0.478489064692734189E+03   -0.912162133254005525E+00   -0.216844726968482426E+01    0.470415837096860798E+03   -0.174736076261185147E+01
    0.316086044390279929E-35    0.478451068214360987E+03   -0.797691827325865077E+00   -0.217048018462373449E+01    0.300134995081038198E+03   -0.164691729717364765E+01
    0.333391232824956364E-35    0.478341963804743500E+03   -0.978502634934379500E+00   -0.215989674473507787E+01    0.360733611421952389E+03   -0.166807562677854904E+01
    0.361876948631661664E-35    0.478175488685888638E+03   -0.931887864468967209E+00   -0.212416820032850318E+01    0.414731350979529736E+03   -0.171026870228216055E+01
    0.367450502550597475E-35    0.478142419906864461E+03   -0.909568263232207741E+00   -0.220075048148140517E+01    0.457680351468664412E+03   -0.171414990194809569E+01
    0.375329492843572550E-35    0.478097488576616911E+03   -0.120592390547032302E+01   -0.234778256578242406E+01    0.165043632343173181E+04   -0.187486411717034329E+01
    0.396480891715764039E-35    0.477985341457114657E+03   -0.122574160836483337E+01   -0.225966405800867065E+01    0.126957934183338148E+04   -0.182814019490600366E+01
    0.419353264294221756E-35    0.477870669797001540E+03   -0.118622000409008876E+01   -0.243101187633269866E+01    0.172957235003476694E+04   -0.185876569132869385E+01
    0.422291435532324618E-35    0.477854205789744640E+03   -0.112307077565261970E+01   -0.239581743738755293E+01    0.126300190764548142E+04   -0.181999697602375576E+01
    0.467545098558757792E-35    0.477648105528990925E+03   -0.956780707816447418E+00   -0.218432570477483790E+01    0.442681490042657686E+03   -0.177354388195745294E+01
    0.506135296456691720E-35    0.477486989116456925E+03   -0.107741417740643541E+01   -0.213554154690150888E+01    0.672697988543556789E+03   -0.180350439729299161E+01
    0.526850585697806280E-35    0.477404263172668948E+03   -0.116567445430090366E+01   -0.228839622624955030E+01    0.796135501777536888E+03   -0.179087760437032628E+01
    0.534458901362064638E-35    0.477373087480627078E+03   -0.992167099291924259E+00   -0.219806925094179739E+01    0.657411752043754291E+03   -0.178972872124668569E+01
    0.544481324242329623E-35    0.477333429866408494E+03   -0.107406003743304623E+01   -0.232098541283256132E+01    0.106417875556540071E+04   -0.181437250507280012E+01
    0.587405450982284579E-35    0.477179166555016309E+03   -0.111329533398728842E+01   -0.225937729929088871E+01    0.111023645832939042E+04   -0.185231724617787563E+01
    0.589133992230098951E-35    0.477170789854489215E+03   -0.103982407879257366E+01   -0.233636550386135866E+01    0.896613801656131386E+03   -0.180117837534147363E+01
    0.628413458587827702E-35    0.477039200505387896E+03   -0.120866434187986371E+01   -0.221228483190174963E+01    0.120568548569603286E+04   -0.184230085509895503E+01
    0.630384559991428504E-35    0.477030437060465204E+03   -0.119298942812936559E+01   -0.239923616719191557E+01    0.188365252561468628E+04   -0.185895520448549334E+01
    0.694649634720637137E-35    0.476833781960657575E+03   -0.107025131760860859E+01   -0.234251241668692067E+01    0.756989498192429551E+03   -0.177059919355857431E+01
    0.701378793913553271E-35    0.476812000945538330E+03   -0.116622686618076088E+01   -0.228769573636725987E+01    0.142514082478421165E+04   -0.183708160524981956E+01
    0.704000751320727798E-35    0.476802038305404892E+03   -0.115145615753129249E+01   -0.224083458592493567E+01    0.689944218701319755E+03   -0.176837596538091724E+01
    0.725363896701097770E-35    0.476739750241321758E+03   -0.112903828732413025E+01   -0.240947222738779487E+01    0.119667643002354703E+04   -0.183317486642886429E+01
    0.727094499481479468E-35    0.476732484242918304E+03   -0.108055968009451320E+01   -0.231834214585182785E+01    0.695447591299603801E+03   -0.180524826074229594E+01
    0.775832860428245604E-35    0.476600222930277198E+03   -0.102979925640453551E+01   -0.233538218765942140E+01    0.790805242566194465E+03   -0.178136433243865433E+01
