    BXA nested sampling keep shorter 
    burst: bn080916009
    data: GBMwLAT
    model: grbm 
    prob                        cstat                      alpha                        beta                      enaught                    norm
    0.448717694116705797E-03    0.311497362786932911E+03   -0.103370234930300953E+01   -0.220144572452077281E+01    0.537321713544673003E+03   -0.175777257373681195E+01
    0.205846677445046356E-03    0.313055887464851992E+03   -0.101064375461773714E+01   -0.218387566792885934E+01    0.476928311855908760E+03   -0.174299742657194301E+01
    0.236201098738937122E-03    0.312780783568734876E+03   -0.102015900059706333E+01   -0.219137154495367170E+01    0.516978181824076273E+03   -0.175416814356328743E+01
    0.257373836127437283E-03    0.312609091393204210E+03   -0.103618470750531699E+01   -0.219334613323647432E+01    0.542937248914012798E+03   -0.176164346451838760E+01
    0.270612935125387867E-03    0.312508771647222090E+03   -0.101390589353106009E+01   -0.219440391623285258E+01    0.507125290329646759E+03   -0.175163302048575176E+01
    0.244249587698430108E-03    0.312713769473921445E+03   -0.104594607875376333E+01   -0.219888772502696472E+01    0.545159986293741326E+03   -0.176223684550256010E+01
    0.205325196443364685E-03    0.313060960586963688E+03   -0.104207280361628207E+01   -0.221365617311348739E+01    0.571841884559175810E+03   -0.176455299243788666E+01
    0.295256909867327077E-03    0.312334458963203815E+03   -0.101929746947844180E+01   -0.220294980957954678E+01    0.519221811633802645E+03   -0.175499541607342202E+01
    0.217735746189610008E-03    0.312943586371561480E+03   -0.102437917610920692E+01   -0.218771816353160631E+01    0.516817459249488934E+03   -0.175539264448093668E+01
    0.207433653703930699E-03    0.313040527584988808E+03   -0.102289864037049050E+01   -0.220317364359031309E+01    0.506722418732625840E+03   -0.175068988633878853E+01
    0.293325206975408425E-03    0.312347586849847403E+03   -0.101405130003227661E+01   -0.219797848823817699E+01    0.503793386451999595E+03   -0.175176644196328368E+01
    0.241486237813178097E-03    0.312736525709326315E+03   -0.102628583177309984E+01   -0.220831598030986775E+01    0.540258100701866283E+03   -0.175813471934544374E+01
    0.430782828673357144E-03    0.311578942509049057E+03   -0.102289738966964805E+01   -0.219898492093721920E+01    0.512787978046410444E+03   -0.175226693357160102E+01
    0.319436570433870694E-03    0.312177033226672677E+03   -0.104437172225006947E+01   -0.220753310049576079E+01    0.569930519197647300E+03   -0.176594669420645367E+01
    0.418900236306438112E-03    0.311634885095573054E+03   -0.102587308262069143E+01   -0.219281229641004582E+01    0.508642802828100116E+03   -0.175185648531959082E+01
    0.379350843134487390E-03    0.311833227710985625E+03   -0.103719234262838889E+01   -0.220137807868615720E+01    0.537139397160288809E+03   -0.175741410327466596E+01
    0.264347994576366314E-03    0.312555617886885216E+03   -0.101169733420443109E+01   -0.218590751543508688E+01    0.483162610755431615E+03   -0.174559598061567200E+01
    0.233235377798104824E-03    0.312806054382114496E+03   -0.103632127467354351E+01   -0.219267307187612470E+01    0.519407725369771697E+03   -0.175366593879773802E+01
    0.307521596002359985E-03    0.312253060048337375E+03   -0.104101996146328624E+01   -0.219863118681059611E+01    0.539442283866497519E+03   -0.176166570067849904E+01
    0.390209181726900920E-03    0.311776784762233206E+03   -0.101923723781076525E+01   -0.219929196612608457E+01    0.509318734683064804E+03   -0.175140074815447377E+01
    0.273608438738306428E-03    0.312486754622473370E+03   -0.102093364397413211E+01   -0.220236329522249275E+01    0.514084320040716420E+03   -0.175498967503137315E+01
    0.225412533438118821E-03    0.312874286268951835E+03   -0.103413194470159020E+01   -0.220608630387169402E+01    0.557246550313923649E+03   -0.176120280085963188E+01
    0.213518441663888836E-03    0.312982704266192059E+03   -0.103452655033606256E+01   -0.219008377422725520E+01    0.528814980638956854E+03   -0.175550062334849422E+01
    0.278342858122535757E-03    0.312452443366908824E+03   -0.103774356602194295E+01   -0.219672051310295480E+01    0.532361746271034576E+03   -0.176091675466151187E+01
    0.296209005337433155E-03    0.312328020071169703E+03   -0.102893960488941083E+01   -0.219780327844797174E+01    0.533040158169643519E+03   -0.175548558179294112E+01
    0.323827051465413746E-03    0.312149731516699603E+03   -0.103383126551022109E+01   -0.219420545717151327E+01    0.523681961112604768E+03   -0.175839087095757485E+01
    0.445318610821265957E-03    0.311512570669004560E+03   -0.102614379292034741E+01   -0.219305780141690754E+01    0.515948162350456869E+03   -0.175451869113624959E+01
    0.204466161987257609E-03    0.313069345690229000E+03   -0.104307194889929100E+01   -0.221437400765703885E+01    0.570234472955037063E+03   -0.176641600410617805E+01
    0.271358322329166802E-03    0.312503270339442338E+03   -0.102406694124825925E+01   -0.219519690643718235E+01    0.499054635240021923E+03   -0.174975059314693837E+01
    0.297527677766051357E-03    0.312319136169370438E+03   -0.103429666934276021E+01   -0.220538545931177943E+01    0.554919443739304143E+03   -0.176383775693001255E+01
    0.255559075494714847E-03    0.312623243483380122E+03   -0.101890462959870831E+01   -0.218467358040487269E+01    0.493408978209422571E+03   -0.174878770442310660E+01
    0.254153575549455552E-03    0.312634273254798302E+03   -0.101335547608339027E+01   -0.219303269592964334E+01    0.496346374909252233E+03   -0.174610201607986326E+01
    0.359535502251488845E-03    0.311940524826083390E+03   -0.101395589418320675E+01   -0.219349068054789242E+01    0.497514248708773152E+03   -0.174861022201316985E+01
    0.308837541174035175E-03    0.312244519915860621E+03   -0.102915331128204635E+01   -0.219833036155342310E+01    0.538480725836732631E+03   -0.176078378917114620E+01
    0.411993716390686394E-03    0.311668134484193786E+03   -0.102132529889012602E+01   -0.219565673415778662E+01    0.503761157991507503E+03   -0.175095235296653584E+01
    0.233247647196578486E-03    0.312805949174440741E+03   -0.103800457445882444E+01   -0.220542090396433998E+01    0.559925743180794029E+03   -0.176674291569067954E+01
    0.254659867902124479E-03    0.312630293072857057E+03   -0.104646412759936780E+01   -0.220123981547909331E+01    0.566380843444174502E+03   -0.176418065635587951E+01
    0.216605468729116289E-03    0.312953995515092345E+03   -0.102670239481498804E+01   -0.218719106007875919E+01    0.517229403139312694E+03   -0.175638528730611476E+01
    0.201676730332678365E-03    0.313096818538514924E+03   -0.101072120716226266E+01   -0.219977941360053908E+01    0.492234486142620426E+03   -0.174563570097605236E+01
    0.272178543080153095E-03    0.312497234161028018E+03   -0.103154665949226576E+01   -0.220761171004187773E+01    0.533289125219244966E+03   -0.175607431499151367E+01
    0.240739882231565323E-03    0.312742716632186387E+03   -0.102645099907718240E+01   -0.219227758825417496E+01    0.526564102100679179E+03   -0.175521415055889918E+01
    0.250239443365985717E-03    0.312665314213794659E+03   -0.102438465304286730E+01   -0.219851667225174729E+01    0.514673825995556854E+03   -0.175687744617163943E+01
    0.241872568980150041E-03    0.312733328653691387E+03   -0.102204360873549227E+01   -0.218855219840312731E+01    0.499104856829199377E+03   -0.175285183594863270E+01
    0.226532773641723321E-03    0.312864371418811231E+03   -0.103068475086544886E+01   -0.219699920396631310E+01    0.521173787077867701E+03   -0.175911374449517410E+01
    0.234226553078355497E-03    0.312797573034649190E+03   -0.104212429759885516E+01   -0.219575558117684277E+01    0.556233157580808097E+03   -0.176383802566534875E+01
    0.264886281809721701E-03    0.312551549462423736E+03   -0.102978422922991797E+01   -0.219797173893478792E+01    0.513959116482732497E+03   -0.175558355211478556E+01
    0.257087253487950005E-03    0.312611319609680891E+03   -0.101233051682848973E+01   -0.219198895892139056E+01    0.497269773819251213E+03   -0.175107386920384478E+01
    0.279682311888368874E-03    0.312442841962453826E+03   -0.103986194131487331E+01   -0.220853575765267607E+01    0.562968222167719773E+03   -0.176257091643604014E+01
    0.364077946384089182E-03    0.311915414713441919E+03   -0.103880838911573292E+01   -0.219835729428404392E+01    0.539127672798524827E+03   -0.175801074382663280E+01
    0.300459523724029088E-03    0.312299524582748290E+03   -0.102982923956739114E+01   -0.220135110796516109E+01    0.530939225814751694E+03   -0.175420232567903156E+01
    0.277267103561215850E-03    0.312460188050984016E+03   -0.102380058241754490E+01   -0.218704991152851669E+01    0.503685310677263146E+03   -0.175304124537642814E+01
    0.309174893010402826E-03    0.312242336452543611E+03   -0.104308869131162041E+01   -0.220830698960060801E+01    0.566587712439609959E+03   -0.176645082910105522E+01
    0.269503781173683341E-03    0.312516985838542951E+03   -0.103083593198981127E+01   -0.219201903226012984E+01    0.530045176959397736E+03   -0.175985835706621074E+01
    0.274813630593542986E-03    0.312477964357728695E+03   -0.102423029798822895E+01   -0.218978296487703794E+01    0.500410570251621436E+03   -0.174821589332829497E+01
    0.239398690553175041E-03    0.312753890032889899E+03   -0.103226339749203788E+01   -0.219693571011401634E+01    0.514226213121172577E+03   -0.175535328224516363E+01
    0.201874997601812002E-03    0.313094853315507692E+03   -0.102749492554408306E+01   -0.220967468460656935E+01    0.529620855316010534E+03   -0.175507171281486052E+01
    0.229985953778098507E-03    0.312834114206645779E+03   -0.100990184828746621E+01   -0.219280619140595689E+01    0.479427722307186002E+03   -0.174329842348396191E+01
    0.231374722290141716E-03    0.312822073538433870E+03   -0.103525036875888254E+01   -0.221175884119925836E+01    0.560697321400410942E+03   -0.176337922763400456E+01
    0.256646901747048203E-03    0.312614748245634075E+03   -0.103698616728844328E+01   -0.220176800249766558E+01    0.527562780291499394E+03   -0.175697058352266566E+01
    0.277092791963369338E-03    0.312461445801445450E+03   -0.101328153077218630E+01   -0.219070539292295585E+01    0.496782610508204812E+03   -0.174736948376646239E+01
    0.403847205541491526E-03    0.311708077475064897E+03   -0.102606688859891193E+01   -0.219741387060973992E+01    0.524569034509636936E+03   -0.175765074454515435E+01
    0.253597495147225892E-03    0.312638653989033173E+03   -0.102362333554004792E+01   -0.220247951367758077E+01    0.535554896634526813E+03   -0.175817470924421215E+01
    0.212255983450400793E-03    0.312994564648956100E+03   -0.102025507007995131E+01   -0.218950437645872764E+01    0.486322795638782566E+03   -0.174596760592827493E+01
    0.207909003984458940E-03    0.313035949673432924E+03   -0.102032593246181058E+01   -0.218866367113703575E+01    0.490270669027946781E+03   -0.175009710019221565E+01
    0.251867326192003116E-03    0.312652345748691687E+03   -0.101758447834076016E+01   -0.219232981857574849E+01    0.513097252499110482E+03   -0.175369001248175138E+01
    0.208535496478181220E-03    0.313029932132409840E+03   -0.105150781883805422E+01   -0.220349157779990978E+01    0.581460292778524718E+03   -0.176956371346583552E+01
    0.226802909719508398E-03    0.312861987877257548E+03   -0.101598223709859781E+01   -0.218575736728172920E+01    0.497747400220165957E+03   -0.174925391694792864E+01
    0.306128197416056722E-03    0.312262142759656001E+03   -0.101906544193960968E+01   -0.219981835039055085E+01    0.504482588607998650E+03   -0.175181869704178794E+01
    0.342093624868721347E-03    0.312039981766654137E+03   -0.102136661436672682E+01   -0.220273480357802676E+01    0.519133760400719893E+03   -0.175310456593637909E+01
    0.324233090717812112E-03    0.312147225333837241E+03   -0.102685723479950219E+01   -0.220606507227200943E+01    0.533861297763732864E+03   -0.175856190379737676E+01
    0.257723155752472726E-03    0.312606378741535877E+03   -0.103347663447991600E+01   -0.220998079357783972E+01    0.540797531724612554E+03   -0.175914529406927400E+01
    0.274835093258555792E-03    0.312477808165862143E+03   -0.101924886882990506E+01   -0.220274029360674461E+01    0.511373906617215596E+03   -0.175035919857811884E+01
    0.285920268493198811E-03    0.312398724698780825E+03   -0.102032293289748210E+01   -0.219251625230403846E+01    0.511426159051168668E+03   -0.175062389827258968E+01
    0.224151983784452572E-03    0.312885502038069603E+03   -0.103853559545870944E+01   -0.219596980405471598E+01    0.522793619209742928E+03   -0.175630768684530025E+01
    0.219863881756768450E-03    0.312924133408544037E+03   -0.104685140592966874E+01   -0.221128353564888247E+01    0.580645182621892104E+03   -0.176960601481984092E+01
    0.297439656068219211E-03    0.312319727944370243E+03   -0.102524135314953924E+01   -0.220000238973870665E+01    0.509966977070332973E+03   -0.175045514190592222E+01
    0.359795242039754118E-03    0.311939080484650049E+03   -0.102273833907038636E+01   -0.219178108318657472E+01    0.507084063377904215E+03   -0.175002730717127264E+01
    0.273543286009873452E-03    0.312487230927131066E+03   -0.102311976949669869E+01   -0.219548320117015727E+01    0.526944284698204228E+03   -0.175678990879395336E+01
    0.243315826697438150E-03    0.312721430084088126E+03   -0.102270098729906778E+01   -0.219377009540884949E+01    0.525087012503999290E+03   -0.175610675283075857E+01
    0.256033279715277870E-03    0.312619535809865909E+03   -0.104084724051272026E+01   -0.219385181729882284E+01    0.543006465153130989E+03   -0.176297160794389463E+01
    0.357801320508324943E-03    0.311950194956301686E+03   -0.103704379652830347E+01   -0.219406148332069328E+01    0.528644409314940845E+03   -0.175778861814916354E+01
    0.222494479688316251E-03    0.312900346097884494E+03   -0.102493850561832112E+01   -0.220195829497833806E+01    0.516115485313473641E+03   -0.175664217990715699E+01
    0.233470209314947860E-03    0.312804041708230613E+03   -0.104468421695463576E+01   -0.219760658370319462E+01    0.555768490248713078E+03   -0.176617544566494189E+01
    0.277264196865423045E-03    0.312460209017849536E+03   -0.102305312834333861E+01   -0.219695788373977852E+01    0.517371482041844729E+03   -0.175093910827857613E+01
    0.347545642927918200E-03    0.312008358673832788E+03   -0.101947283192825644E+01   -0.219467198743731196E+01    0.512142482374063320E+03   -0.175141911540707618E+01
    0.374147422758288847E-03    0.311860850883212947E+03   -0.102403129932046788E+01   -0.219394013020994016E+01    0.504968872489032094E+03   -0.174980347900999789E+01
    0.213082172034230737E-03    0.312986794928678137E+03   -0.101658187514928677E+01   -0.219026871334307760E+01    0.481990830036898330E+03   -0.174506920921429121E+01
    0.231988437968489087E-03    0.312816775611538901E+03   -0.102925549729672383E+01   -0.220791096342092263E+01    0.529268538757285455E+03   -0.175781601196793424E+01
    0.418910195724056956E-03    0.311634837545830408E+03   -0.103529849490888637E+01   -0.219764613056049019E+01    0.530861037106595973E+03   -0.175659362254699047E+01
    0.433422673936549184E-03    0.311566723871394174E+03   -0.103502110767754374E+01   -0.220092467926144764E+01    0.533300821221772821E+03   -0.175730417588337140E+01
    0.417659408907076351E-03    0.311640818101385207E+03   -0.102638304444407069E+01   -0.220086351028613958E+01    0.529147137672310919E+03   -0.175778254621158148E+01
    0.204831017496332445E-03    0.313065780011069592E+03   -0.104605904485537771E+01   -0.219342192983473616E+01    0.545689460304180670E+03   -0.176119929755561166E+01
    0.250747418626723350E-03    0.312661258415342786E+03   -0.103015113861041563E+01   -0.220094279048730357E+01    0.533436054944398052E+03   -0.176163012360878390E+01
    0.287389020470875194E-03    0.312388477139781060E+03   -0.104762158642080117E+01   -0.220611787820056016E+01    0.561164576973142402E+03   -0.176410292389483381E+01
    0.279544964782461717E-03    0.312443824368816308E+03   -0.103880940807406219E+01   -0.219484125921244466E+01    0.532158137606037712E+03   -0.175627640347950909E+01
    0.369531589947219477E-03    0.311885678218698899E+03   -0.104356471036030207E+01   -0.220040787307655172E+01    0.552000573522370246E+03   -0.176308912872060652E+01
    0.424610538367711538E-03    0.311607805942742289E+03   -0.103351841792712484E+01   -0.219443574632604665E+01    0.528187396103821129E+03   -0.175681725550689549E+01
    0.385309370841095157E-03    0.311802057535238362E+03   -0.102971665317749661E+01   -0.219171873673747353E+01    0.517455645294598298E+03   -0.175383242610432255E+01
    0.253767400344153240E-03    0.312637314478122676E+03   -0.103239186247247616E+01   -0.219258863891389133E+01    0.532183251370988160E+03   -0.175614626488424008E+01
    0.432592297696529084E-03    0.311570559262336360E+03   -0.103673568299621266E+01   -0.220372562445879527E+01    0.542440028267610614E+03   -0.175968459676616362E+01
    0.258413074847052039E-03    0.312601031939939048E+03   -0.103859255258980454E+01   -0.220366425950406342E+01    0.550258413258698511E+03   -0.176517688023862895E+01
    0.226899480038644466E-03    0.312861136479312393E+03   -0.100938304178915850E+01   -0.219125434432987376E+01    0.494662631367288157E+03   -0.174717051570517157E+01
    0.202148374027683069E-03    0.313092146774383650E+03   -0.104483670931733563E+01   -0.219989592390033462E+01    0.558269208236955365E+03   -0.176096420184883939E+01
    0.239625526680047784E-03    0.312751995881106666E+03   -0.103176012815196039E+01   -0.221101940148560594E+01    0.549246045508633642E+03   -0.176173486524410094E+01
    0.315343894486812899E-03    0.312202823135996368E+03   -0.104277019106028490E+01   -0.220685846499630056E+01    0.564727546332487009E+03   -0.176646612710269046E+01
    0.211577094042620083E-03    0.313000971793885981E+03   -0.104747067468369437E+01   -0.219675935484572094E+01    0.563594652563390355E+03   -0.176564558985715436E+01
    0.350596860433854485E-03    0.311990876644483990E+03   -0.102130233018649541E+01   -0.219860274250923204E+01    0.512807468639421586E+03   -0.175064426124719752E+01
    0.458057700027048585E-03    0.311456160362160688E+03   -0.102298237686784077E+01   -0.219512001177811200E+01    0.511462685046480544E+03   -0.175211603851782094E+01
    0.403470529224539908E-03    0.311709943785331916E+03   -0.102961641747612376E+01   -0.219197345884175299E+01    0.517038656884868715E+03   -0.175522845513028436E+01
    0.206392034451030718E-03    0.313050595799529049E+03   -0.100681210152538370E+01   -0.218531752452458505E+01    0.477846240700932810E+03   -0.174309559862984997E+01
    0.251303016576249084E-03    0.312656831782977747E+03   -0.101454680486169302E+01   -0.219637527340829486E+01    0.494807568321458689E+03   -0.174556891945276682E+01
    0.288890493328861249E-03    0.312378055278725128E+03   -0.101970636167475703E+01   -0.220056505087464238E+01    0.503200547323243597E+03   -0.174977360579386065E+01
    0.234969702411715102E-03    0.312791237519852587E+03   -0.104833894077524015E+01   -0.221158645975626023E+01    0.576108599191320536E+03   -0.176600504421122118E+01
    0.395760826930019569E-03    0.311748530566920863E+03   -0.103624727692433893E+01   -0.220500398143028153E+01    0.549055685195350293E+03   -0.176036365221083102E+01
    0.255759330657171608E-03    0.312621676904353876E+03   -0.103981715560409782E+01   -0.220446915579354030E+01    0.551720855614394281E+03   -0.176537828127161944E+01
    0.226961808434345696E-03    0.312860587162614252E+03   -0.103829300708372863E+01   -0.221121481129818864E+01    0.552073508162595203E+03   -0.175992923003392399E+01
    0.286050775901993846E-03    0.312397812013341024E+03   -0.102872141025416042E+01   -0.219534243287948705E+01    0.531782021896664105E+03   -0.175587029251251359E+01
    0.419104122688214085E-03    0.311633911895929828E+03   -0.103760042705159883E+01   -0.219715233650703023E+01    0.539328957302721733E+03   -0.176050066178761710E+01
    0.403319292473715350E-03    0.311710693605166171E+03   -0.103863752138570398E+01   -0.220014799831143382E+01    0.545640137279634700E+03   -0.175977493676010255E+01
    0.205790778160984264E-03    0.313056430654337191E+03   -0.101845300398441552E+01   -0.219008968049623398E+01    0.506989585738933215E+03   -0.175501213627877384E+01
    0.335063309005118666E-03    0.312081511687552336E+03   -0.103802047945703890E+01   -0.220459552925360747E+01    0.547614489114495655E+03   -0.175893497750369754E+01
    0.235646217104719483E-03    0.312785487479270103E+03   -0.104199151627719111E+01   -0.220263069328399119E+01    0.561684790068140842E+03   -0.176755309403524663E+01
    0.247148149722958735E-03    0.312690174773159924E+03   -0.102872566409327604E+01   -0.218984490817168975E+01    0.525471052399650262E+03   -0.175805429608380237E+01
    0.289298558840433951E-03    0.312375232218843337E+03   -0.102820664810193030E+01   -0.220041096371198286E+01    0.539863923274580316E+03   -0.176105763815343330E+01
    0.264243051678509885E-03    0.312556412019892036E+03   -0.101339837634805541E+01   -0.218877245733536174E+01    0.485124555389597788E+03   -0.174414321467639155E+01
    0.374040734360030322E-03    0.311861421265932734E+03   -0.102155860269333409E+01   -0.219618696327042251E+01    0.503113077461830244E+03   -0.175136679654942640E+01
    0.404234237475994170E-03    0.311706161668347988E+03   -0.104202435489376377E+01   -0.220181348633028495E+01    0.552359560839940400E+03   -0.176256893874969478E+01
    0.291953667057963731E-03    0.312356960449264079E+03   -0.102581477767279594E+01   -0.220070225807904141E+01    0.532850953539060015E+03   -0.175563299233827763E+01
    0.223666259855024593E-03    0.312889840620758548E+03   -0.104228529965169159E+01   -0.221151332497901620E+01    0.575839536896546292E+03   -0.176777091836426337E+01
    0.309344459915744511E-03    0.312241239853649574E+03   -0.101721656963668572E+01   -0.218948566052595250E+01    0.502316569603588448E+03   -0.174979467804667443E+01
    0.316649150679343958E-03    0.312194561918197508E+03   -0.101180160828445587E+01   -0.219462351689971591E+01    0.491028541764526381E+03   -0.174656881002053943E+01
    0.330911341151762686E-03    0.312106449703715953E+03   -0.102010657085487999E+01   -0.219882095561632873E+01    0.519749309245928316E+03   -0.175574839270553618E+01
    0.367104170656152771E-03    0.311898859376645760E+03   -0.103522063113185503E+01   -0.220750085680976316E+01    0.549297851149440362E+03   -0.176147065018938598E+01
    0.242001279094992766E-03    0.312732264656383961E+03   -0.102685378865326271E+01   -0.219208684403876575E+01    0.525825852039584106E+03   -0.175476799798150296E+01
    0.289563768440722301E-03    0.312373399592283590E+03   -0.103484437287003317E+01   -0.219867047894049961E+01    0.527962997888172708E+03   -0.175965010894954865E+01
    0.444234274110075406E-03    0.311517446544364532E+03   -0.102704210728832912E+01   -0.220009498593323904E+01    0.528298193147207940E+03   -0.175755527766431818E+01
    0.203116627874283447E-03    0.313082590008471016E+03   -0.104598073150437010E+01   -0.219662147022817056E+01    0.540372479519446529E+03   -0.176100296376486654E+01
    0.214712092373671958E-03    0.312971554628729791E+03   -0.103799066605780688E+01   -0.219785094684556626E+01    0.553915378870142831E+03   -0.176561406346011296E+01
    0.211273332365463651E-03    0.313003845261291360E+03   -0.103517408989328530E+01   -0.220740371537782742E+01    0.556043559350066403E+03   -0.176582761864700544E+01
    0.344759236368562076E-03    0.312024458064079454E+03   -0.103623813282490040E+01   -0.220578360968843423E+01    0.543835920261712090E+03   -0.176185830767709817E+01
    0.314941205818040297E-03    0.312205378733286409E+03   -0.104245561944043708E+01   -0.219811519978775038E+01    0.543208836172427823E+03   -0.175934534552583166E+01
    0.264428489067415184E-03    0.312555008975602959E+03   -0.104395226230063365E+01   -0.220889999865461295E+01    0.558355391291054616E+03   -0.176189649398274817E+01
    0.206410225856420776E-03    0.313050419527186023E+03   -0.105166789479289058E+01   -0.220775082065810224E+01    0.569074876210784964E+03   -0.176707666781617689E+01
    0.413747880407662201E-03    0.311659637072109660E+03   -0.102638830871036824E+01   -0.219943914890586711E+01    0.514995530692370039E+03   -0.175342374971183901E+01
    0.212848744506994350E-03    0.312988987092163313E+03   -0.100600542400788662E+01   -0.218937471025152508E+01    0.482980947951241319E+03   -0.174368918150718599E+01
    0.240485293749160276E-03    0.312744832801654354E+03   -0.102435557675780053E+01   -0.219261303772947169E+01    0.515669469644628407E+03   -0.175078146252151434E+01
    0.252853387569471782E-03    0.312644531029738175E+03   -0.102236404660099645E+01   -0.219840398489930067E+01    0.527084143593641329E+03   -0.175860400278151729E+01
    0.297676885359008574E-03    0.312318133437836934E+03   -0.102424314619274170E+01   -0.219117818758920890E+01    0.519808399856208098E+03   -0.175596044670593265E+01
    0.262731228255277352E-03    0.312567887552027003E+03   -0.103210537407726122E+01   -0.219119884201146498E+01    0.523436364549047084E+03   -0.175386055562253595E+01
    0.213730707422625716E-03    0.312980716987559447E+03   -0.101016969762641828E+01   -0.219462401276269681E+01    0.496931069564570237E+03   -0.174637342963629649E+01
    0.218881048976596521E-03    0.312933093825909964E+03   -0.101893505341077351E+01   -0.220234856421032177E+01    0.501979099430530766E+03   -0.174940486664966599E+01
    0.287750283746780007E-03    0.312385964612323619E+03   -0.102480877929856362E+01   -0.220622075730135414E+01    0.526031786817977377E+03   -0.175432255776676094E+01
    0.305088754508331644E-03    0.312268945214375208E+03   -0.104199510725917754E+01   -0.220708978084343777E+01    0.566498964521576340E+03   -0.176408018292050706E+01
    0.212706521756048013E-03    0.312990323912712938E+03   -0.103414687385119208E+01   -0.219986562545036790E+01    0.525247012858550079E+03   -0.175269155038307289E+01
    0.219222589711005325E-03    0.312929975469672399E+03   -0.103092628493053873E+01   -0.220666932159001838E+01    0.532431483243288085E+03   -0.175428328276253431E+01
    0.322668618847291087E-03    0.312156898982228938E+03   -0.103933231386677960E+01   -0.219885393476634494E+01    0.539705585881204570E+03   -0.176211904536906516E+01
    0.218700368303897176E-03    0.312934745456220014E+03   -0.102806245886690739E+01   -0.219946312829611834E+01    0.538035494558056826E+03   -0.176221616036458428E+01
    0.258705471417210522E-03    0.312598770202444427E+03   -0.103116832989561047E+01   -0.218947361034905175E+01    0.520926650453745197E+03   -0.175390395311101699E+01
    0.226485453491810982E-03    0.312864789239969411E+03   -0.104948508552782016E+01   -0.220121177688226144E+01    0.555704366841698516E+03   -0.176443784386656510E+01
    0.211427672252459598E-03    0.313002384750034707E+03   -0.103645188256987808E+01   -0.220866145923483614E+01    0.550159160463919875E+03   -0.175819076350778403E+01
    0.393487555442074153E-03    0.311760051795599679E+03   -0.102069216001898688E+01   -0.219855240865619006E+01    0.507359145612797818E+03   -0.175192419013021805E+01
    0.361597047863788902E-03    0.311929089750919957E+03   -0.101584787208602378E+01   -0.219598609744502493E+01    0.506256919025912168E+03   -0.175103792269829661E+01
    0.347314567488858411E-03    0.312009688872017193E+03   -0.102238366611479137E+01   -0.219586686788645125E+01    0.501897393454365954E+03   -0.175100924560715043E+01
    0.305741312445844315E-03    0.312264671959202872E+03   -0.103969113101722499E+01   -0.220959343770237293E+01    0.560936568026891109E+03   -0.176280554448044136E+01
    0.292768617138595652E-03    0.312351385490824214E+03   -0.103179862724136129E+01   -0.218906051235636134E+01    0.517156037686346963E+03   -0.175403506462810199E+01
    0.276400319950669091E-03    0.312466450180788797E+03   -0.102178746102012319E+01   -0.218598972882440457E+01    0.495289972409066479E+03   -0.174886634901922911E+01
    0.438371277197704848E-03    0.311544018247409497E+03   -0.103378586197072941E+01   -0.219684208351564436E+01    0.533795164468479697E+03   -0.175954512353814962E+01
    0.411818202092126555E-03    0.311668986689884321E+03   -0.101913708420872418E+01   -0.219536122086112595E+01    0.504013810629807779E+03   -0.175158270743633793E+01
    0.207859153315345977E-03    0.313036429274080319E+03   -0.102664921844437984E+01   -0.218639631525419187E+01    0.513085405214035291E+03   -0.175233010911234821E+01
    0.388704122706718617E-03    0.311784513791303482E+03   -0.102373625472063345E+01   -0.219566412861307203E+01    0.521961434855059224E+03   -0.175489124821748277E+01
    0.275320067467210597E-03    0.312474282074541748E+03   -0.103626598129058856E+01   -0.219203622577068824E+01    0.521934733610718922E+03   -0.175481934084556990E+01
    0.356329117343923705E-03    0.311958441098305741E+03   -0.102914111210968784E+01   -0.219679151623121705E+01    0.535107102343251768E+03   -0.175912080262715520E+01
    0.243630489653480411E-03    0.312718845298133033E+03   -0.102287068120979896E+01   -0.220695182656051436E+01    0.532595476004192051E+03   -0.175680247930194078E+01
    0.214327620805685663E-03    0.312975139114352828E+03   -0.102769090311718259E+01   -0.218899606954432357E+01    0.501397604236693553E+03   -0.175288936204678336E+01
    0.307181318702794744E-03    0.312255274303882231E+03   -0.103793904429660166E+01   -0.219325656896897847E+01    0.526802584790060450E+03   -0.175736111569994335E+01
    0.290235578114245401E-03    0.312368764816627788E+03   -0.101940813837575739E+01   -0.218847770900944383E+01    0.489642002311216515E+03   -0.174729966700056139E+01
    0.205838221422045429E-03    0.313055969624999477E+03   -0.104918785522540148E+01   -0.220235273714536994E+01    0.578001930501342372E+03   -0.176928935848733815E+01
    0.237546256382559407E-03    0.312769425943248848E+03   -0.102206500033257264E+01   -0.219676735592820105E+01    0.527906268246829654E+03   -0.175789145706228211E+01
    0.228994098389173514E-03    0.312842758215710660E+03   -0.101606861212794719E+01   -0.219923437186213011E+01    0.497231709116454567E+03   -0.175042666224470089E+01
    0.235207418745469234E-03    0.312789215164078030E+03   -0.102272017210816735E+01   -0.218440796404649440E+01    0.498740247740698237E+03   -0.175095158661609140E+01
    0.219734501641604741E-03    0.312925310666002531E+03   -0.102154267852543157E+01   -0.219395356496750082E+01    0.519922933042524164E+03   -0.175243713150367419E+01
    0.256369363894766802E-03    0.312616912215066975E+03   -0.101990636919553523E+01   -0.220319018225130669E+01    0.513287224728969932E+03   -0.175446284579375700E+01
    0.227033862751904470E-03    0.312859952316753493E+03   -0.101600370662421113E+01   -0.218401555974742045E+01    0.490522227888668851E+03   -0.174730671045566055E+01
